Artist,Track Name,Countries
Anne-Marie,2002,global|be|ca|fr
Anne-Marie,Alarm,global|be
Anne-Marie,Birthday,global|be|ca
Anne-Marie,Ciao Adios,global|be|fr
Ant Saunders,Yellow Hearts,global|be|ca
Anuel AA,Amanece,global
Anuel AA,China,global|be|ca|fr
Anuel AA,Ella Quiere Beber - Remix,global
Anuel AA,Hipócrita,global
Anuel AA,Keii,global
Anuel AA,Quiere Beber,global
Anuel AA,Secreto,global|be
Anuel AA,Sola (Remix) [feat. Daddy Yankee Wisin Farruko Zion and Lennox],global
Apache 207,200 km/h,global
Apache 207,Doch in der Nacht,global
Apache 207,Matrix,global
Apache 207,Roller,global
Apache 207,Sex mit dir,global
Apache 207,Wieso tust Du dir das an?,global
Arcangel,Infeliz,global
Arctic Monkeys,American Sports,global|be|ca|fr
Arctic Monkeys,Batphone,global|be
Arctic Monkeys,Do I Wanna Know?,global|be|ca
Arctic Monkeys,Four Out Of Five,global|be|ca|fr
Arctic Monkeys,Golden Trunks,global|be|ca|fr
Arctic Monkeys,One Point Perspective,global|be|ca|fr
Arctic Monkeys,Science Fiction,global|be|fr
Arctic Monkeys,She Looks Like Fun,global|be
Arctic Monkeys,Star Treatment,global|be|ca|fr
Arctic Monkeys,The Ultracheese,global|be
Arctic Monkeys,The World's First Ever Monster Truck Front Flip,global|be|fr
Arctic Monkeys,Tranquility Base Hotel and Casino,global|be|ca|fr
Aretha Franklin,(You Make Me Feel Like) A Natural Woman,global|be|ca|fr
Aretha Franklin,Chain of Fools,global|be|ca|fr
Aretha Franklin,I Say a Little Prayer,global|be|ca|fr
Aretha Franklin,Respect,global|be|ca|fr
Aretha Franklin,Son of a Preacher Man,global|be
Aretha Franklin,Think,global|be|ca|fr
Ariana Grande,7 rings,global|be|ca|fr
Ariana Grande,7 rings (feat. 2 Chainz) - Remix,global
Ariana Grande,Bad To You (with Normani and Nicki Minaj),global|be|ca
Ariana Grande,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus and Lana Del Rey),global|be|ca|fr
Ariana Grande,Everyday,global|be|ca
Ariana Grande,God is a woman,global|be|ca|fr
Ariana Grande,Into You,global|be|ca
Ariana Grande,Last Christmas,global|be|ca
Ariana Grande,MONOPOLY (with Victoria Monét),global|be|ca|fr
Ariana Grande,NASA,global|be|ca|fr
Ariana Grande,One Last Time,global|be|fr
Ariana Grande,R.E.M,global|be|ca|fr
Ariana Grande,Santa Baby,global|be|ca|fr
Ariana Grande,Santa Tell Me,global|be|ca|fr
Ariana Grande,Side To Side,global|be|ca|fr
Ariana Grande,bad idea,global|be|ca|fr
Ariana Grande,better off,global|be|ca|fr
Ariana Grande,blazed (feat. Pharrell Williams),global|be|ca|fr
Ariana Grande,bloodline,global|be|ca|fr
Ariana Grande,borderline (feat. Missy Elliott),global|be|ca|fr
Ariana Grande,boyfriend (with Social House),global|be|ca|fr
Ariana Grande,break up with your girlfriend i'm bored,global|be|ca|fr
Ariana Grande,breathin,global|be|ca|fr
Ariana Grande,everytime,global|be|ca|fr
Ariana Grande,fake smile,global|be|ca|fr
Ariana Grande,get well soon,global|be|ca|fr
Ariana Grande,ghostin,global|be|ca|fr
Ariana Grande,goodnight n go,global|be|ca|fr
Ariana Grande,imagine,global|be|ca|fr
Ariana Grande,in my head,global|be|ca|fr
Ariana Grande,make up,global|be|ca|fr
Ariana Grande,needy,global|be|ca|fr
Ariana Grande,no tears left to cry,global|be|ca|fr
Ariana Grande,pete davidson,global|be|ca|fr
Ariana Grande,raindrops (an angel cried),global|be|ca|fr
Ariana Grande,successful,global|be|ca|fr
Ariana Grande,sweetener,global|be|ca|fr
Ariana Grande,thank u next,global|be|ca|fr
Ariana Grande,the light is coming (feat. Nicki Minaj),global|be|ca|fr
Ariana Grande,美女と野獣,global|ca
Arizona Zervas,FML,global|be|ca
Arizona Zervas,ROXANNE,global|be|ca|fr
Armin van Buuren,Blah Blah Blah,global|be|fr
Ashe,Moral of the Story,global|be|ca|fr
Ashley O,On A Roll,global|be|ca
Astrid S,Breathe,global|ca
Astrid S,Think Before I Talk,global|be
Audioslave,Cochise,global
Audioslave,Like a Stone,global|ca
Audioslave,Show Me How to Live,global|ca
Austyn Johnson,A Million Dreams (Reprise),global
Ava Max,Kings and Queens,global|be
Ava Max,Salt,global|be|fr
Ava Max,So Am I,global|be|ca|fr
Ava Max,Sweet but Psycho,global|be|ca|fr
Aventura,Inmortal,global
Avicii,Addicted To You,global|be|ca|fr
Avicii,Ain't A Thing (feat. Bonn),global|be
Avicii,Bad Reputation (feat. Joe Janiak),global|be|ca
Avicii,Broken Arrows,global|be|ca|fr
Avicii,Dear Boy,global|be|fr
Avicii,Excuse Me Mr Sir (feat. Vargas and Lagola),global|be
Avicii,Fades Away (feat. Noonie Bao),global|be
Avicii,For A Better Day,global|be|ca|fr
Avicii,Freak (feat. Bonn),global|be
Avicii,Friend Of Mine (feat. Vargas and Lagola),global|be
Avicii,Heart Upon My Sleeve (feat. Imagine Dragons),global|be|ca
Avicii,Heaven,global|be|ca|fr
Avicii,Hey Brother,global|be|ca|fr
Avicii,Hold The Line (feat. A R I Z O N A),global|be|ca
Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Nicktim / Radio Edit,global|be|ca|fr
Avicii,Levels - Radio Edit,global|be|ca|fr
Avicii,Lonely Together (feat. Rita Ora),global|be|ca|fr
Avicii,Never Leave Me (feat. Joe Janiak),global|be
Avicii,Peace Of Mind (feat. Vargas and Lagola),global|be|ca
Avicii,SOS,global|be|ca|fr
Avicii,SOS (feat. Aloe Blacc),global|be|ca|fr
Avicii,Silhouettes - Original Radio Edit,global|be|ca|fr
Avicii,So Much Better - Avicii Remix,global|be
Avicii,The Days,global|be|ca|fr
Avicii,The Nights,global|be|ca|fr
Avicii,Tough Love,global|be|ca|fr
Avicii,Tough Love (feat. Agnes Vargas and Lagola),global|be|ca|fr
Avicii,Waiting For Love,global|be|ca|fr
Avicii,Wake Me Up,global|be|ca
Avicii,Wake Me Up - Radio Edit,global|be|ca|fr
Avicii,What Would I Change It To (feat. AlunaGeorge),global|be|fr
Avicii,Without You (feat. Sandro Cavazza),global|be|ca|fr
Avicii,You Be Love (feat. Billy Raffoul),global|be|ca|fr
Avicii,You Make Me,global|be|ca|fr
Avril Lavigne,Dumb Blonde (feat. Nicki Minaj),global|be|ca
Avril Lavigne,Head Above Water,global|be|ca
Axwell /\ Ingrosso,Dreamer,global|be|fr
Axwell /\ Ingrosso,I Love You,global|be
Axwell /\ Ingrosso,More Than You Know,global|be|ca|fr
Ayo and Teo,Rolex,global|ca
Azet,Fragen,global
Azet,Hallo Hallo,global
Azet,Lelele,global
Azet,Wenn die Sonne untergeht,global
BENEE,Supalonely,global|be|ca|fr
BLACKPINK,DDU-DU DDU-DU,global|be|ca|fr
BLACKPINK,DDU-DU DDU-DU - KR Ver.,global|ca
BLACKPINK,Don't Know What To Do,global|ca
BLACKPINK,Forever Young,global|ca
BLACKPINK,Hope Not,global
BLACKPINK,Kick It,global
BLACKPINK,Kill This Love,global|be|ca|fr
BRADO,Kafa Leyla,global
BROCKHAMPTON,BERLIN,global|ca
BROCKHAMPTON,BOY BYE,global|ca
BROCKHAMPTON,J'OUVERT,global|ca
BROCKHAMPTON,NEW ORLEANS,global|ca
BROCKHAMPTON,NO HALO,global|be|ca
BROCKHAMPTON,ST. PERCY,global|ca
BROCKHAMPTON,SUGAR,global|be|ca
BROCKHAMPTON,SUGAR (Remix) [feat. Dua Lipa],global|ca
BROCKHAMPTON,THUG LIFE,global|ca
BTS,00:00 (Zero O’Clock),global|ca|fr
BTS,134340,global|ca
BTS,A Brand New Day (BTS World Original Soundtrack) [Pt. 2],global|ca
BTS,Airplane pt.2,global|ca
BTS,All Night (BTS World Original Soundtrack) [Pt. 3],global|ca
BTS,Anpanman,global|ca
BTS,Answer : Love Myself,global|ca
BTS,Best Of Me,global|ca
BTS,Black Swan,global|be|ca|fr
BTS,Boy With Luv (feat. Halsey),global|be|ca|fr
BTS,DNA,global|be|ca|fr
BTS,Dionysus,global|be|ca|fr
BTS,Don't Leave Me,global
BTS,Dream Glow (BTS World Original Soundtrack) - Pt. 1,global|be|ca
BTS,Epiphany,global
BTS,Euphoria,global|ca
BTS,FAKE LOVE,global|be|ca|fr
BTS,Filter,global|be|ca|fr
BTS,Friends,global|ca|fr
BTS,Go Go,global|ca
BTS,HOME,global|be|ca|fr
BTS,Heartbeat (BTS World Original Soundtrack),global
BTS,I'm Fine,global|ca
BTS,IDOL,global|be|ca|fr
BTS,Inner Child,global|ca|fr
BTS,Interlude : Shadow,global|ca
BTS,Intro : Persona,global|be|ca
BTS,Intro: Serendipity,global|ca
BTS,Intro: Singularity,global|ca
BTS,Jamais Vu,global|be|ca|fr
BTS,Louder than bombs,global|be|ca|fr
BTS,Love Maze,global|ca
BTS,MIC Drop,global|ca
BTS,MIC Drop (feat. Desiigner) [Steve Aoki Remix],global|be|ca
BTS,Magic Shop,global|ca
BTS,Make It Right,global|be|ca|fr
BTS,Make It Right (feat. Lauv),global|be|ca
BTS,Mikrokosmos,global|be|ca|fr
BTS,Moon,global|ca
BTS,My Time,global|ca|fr
BTS,Not Today,global|ca
BTS,ON,global|be|ca|fr
BTS,ON (Feat. Sia),global|be|ca|fr
BTS,Outro : Ego,global|ca
BTS,Outro: Her,global
BTS,Outro: Tear,global|ca
BTS,Paradise,global|ca
BTS,Pied Piper,global|ca
BTS,Respect,global|ca
BTS,Serendipity (Full Length Edition),global|ca
BTS,Skit: Billboard Music Awards Speech,global
BTS,So What,global|ca
BTS,Spring Day,global|ca
BTS,The Truth Untold,global|be|ca
BTS,Trivia 承 : Love,global|ca
BTS,Trivia 起 : Just Dance,global|ca
BTS,Trivia 轉 : Seesaw,global|ca
BTS,UGH!,global|be|ca|fr
BTS,We are Bulletproof : the Eternal,global|ca|fr
BTS,dimple,global|ca
Backstreet Boys,Christmas Time,global|be|ca
Bad Bunny,200 Mph,global
Bad Bunny,25/8,global
Bad Bunny,<3,global
Bad Bunny,A Tu Merced,global
Bad Bunny,Amorfoda,global
Bad Bunny,Bichiyal,global
Bad Bunny,Callaita,global|be|fr
Bad Bunny,Caro,global
Bad Bunny,Chambea,global
Bad Bunny,Dime Si Te Acuerdas,global
Bad Bunny,Estamos Arriba,global
Bad Bunny,Estamos Bien,global
Bad Bunny,Está Cabrón Ser Yo,global
Bad Bunny,Hablamos Mañana,global
Bad Bunny,Ignorantes,global|be|ca
Bad Bunny,La Difícil,global|be|ca
Bad Bunny,La Santa,global
Bad Bunny,La Zona,global
Bad Bunny,MIA (feat. Drake),global|be|ca|fr
Bad Bunny,NI BIEN NI MAL,global
Bad Bunny,P FKN R,global
Bad Bunny,Pero Ya No,global
Bad Bunny,Puesto Pa' Guerrial,global
Bad Bunny,Que Malo,global
Bad Bunny,Safaera,global
Bad Bunny,Sensualidad,global|be|ca
Bad Bunny,Si Estuviésemos Juntos,global
Bad Bunny,Si Veo a Tu Mamá,global
Bad Bunny,Soliá,global
Bad Bunny,Solo de Mi,global|ca
Bad Bunny,Una Vez,global
Bad Bunny,Vete,global|ca
Bad Bunny,Yo Perreo Sola,global
Baddiel Skinner and Lightning Seeds,Three Lions,global
Bag Raiders,Shooting Stars,global|be|fr
Band Aid 30,Do They Know It's Christmas? - 2014,global
Band Aid,Do They Know It's Christmas? - 1984 Version,global|be|ca|fr
Banx and Ranx,Answerphone (feat. Yxng Bane),global|be|ca|fr
Bas,Tribe (with J. Cole),global|ca
Bass Santana,Make Eem Run!,global|ca
Bastille,Another Place,global|be
Bastille,Joy,global|be
Bastille,Quarter Past Midnight,global|be
Bastille,World Gone Mad,global|be
Bausa,Was du Liebe nennst,global
Bazzi,Beautiful,global|be|ca
Bazzi,Beautiful (feat. Camila Cabello),global|be|ca|fr
Bazzi,Focus (feat. 21 Savage),global|be|ca
Bazzi,I.F.L.Y.,global|be|ca
Bazzi,Mine,global|be|ca|fr
Bazzi,No Way!,global|ca
Bazzi,Paradise,global|be|ca
Bazzi,Young and Alive,global|ca
Bebe Rexha,Bad Bitch (feat. Ty Dolla $ign),global|be|ca
Bebe Rexha,Ferrari,global|be
Bebe Rexha,I Got You,global|be|ca|fr
Bebe Rexha,I'm a Mess,global|be|ca|fr
Bebe Rexha,Last Hurrah,global|be|ca
Bebe Rexha,Meant to Be (feat. Florida Georgia Line),global|be|ca
Bebe Rexha,Not 20 Anymore,global
Bebe Rexha,That's It (feat. Gucci Mane and 2 Chainz),global|ca
Bebe Rexha,The Way I Are (Dance with Somebody) (feat. Lil Wayne) - Spotify Version,global|be|ca
Becky G,Bubalu,global
Becky G,Cuando Te Besé,global
Becky G,Mayores,global
Becky G,Sin Pijama,global|be|ca|fr
Becky G,Zooted (feat. French Montana and Farruko),global
Bee Gees,Stayin' Alive - From "Saturday Night Fever" Soundtrack,global|be|ca|fr
Benjamin Ingrosso,Dance You Off,global|be
Beyoncé,6 Inch (feat. The Weeknd),global|ca
Beyoncé,All Night,global|ca
Beyoncé,Before I Let Go - Homecoming Live Bonus Track,global|be|ca
Beyoncé,Can You Feel the Love Tonight,global|ca
Beyoncé,Crazy In Love (feat. Jay-Z),global|be|ca|fr
Beyoncé,Daddy Lessons,global|ca
Beyoncé,Don't Hurt Yourself (feat. Jack White),global|ca
Beyoncé,Formation,global|be|ca
Beyoncé,Forward (feat. James Blake),global
Beyoncé,Freedom (feat. Kendrick Lamar),global|ca
Beyoncé,Halo,global|be|ca|fr
Beyoncé,Hold Up,global|be|ca
Beyoncé,Love Drought,global|ca
Beyoncé,MOOD 4 EVA (feat. Oumou Sangaré),global|be|ca|fr
Beyoncé,Pray You Catch Me,global|ca
Beyoncé,SPIRIT - From Disney's "The Lion King",global|be|ca
Beyoncé,Sandcastles,global|ca
Beyoncé,Sorry,global|be|ca
Beyoncé,Sorry - Original Demo,global|be|ca
Big Sean,Bezerk (feat. A$AP Ferg),global|ca
Big Sean,Big Bidness (and Metro Boomin),global|ca
Big Sean,Bigger Than Me,global|ca
Big Sean,Bounce Back,global|be|ca|fr
Big Sean,Go Legend (and Metro Boomin),global|ca
Big Sean,Halfway Off The Balcony,global|ca
Big Sean,Inspire Me,global|ca
Big Sean,Intro,global|ca
Big Sean,Jump Out The Window,global|ca
Big Sean,Light,global|ca
Big Sean,Moves,global|be|ca
Big Sean,No Favors,global|be|ca|fr
Big Sean,Owe Me,global|ca
Big Sean,Pull Up N Wreck (With Metro Boomin),global|ca
Big Sean,Pull Up N Wreck (and Metro Boomin),global|ca
Big Sean,Sacrifices,global|ca
Big Sean,Same Time Pt. 1,global|ca
Big Sean,Single Again,global|ca
Big Sean,So Good (and Metro Boomin),global|ca
Big Sean,Sunday Morning Jetpack,global|ca
Big Sean,Voices In My Head/Stick To The Plan,global|ca
Big Shaq,Man's Not Hot,global|be|ca|fr
Bill Withers,Ain't No Sunshine,global|be|fr
Bill Withers,Lean on Me,global|be
Bill Withers,Lovely Day,global|be|fr
Billie Eilish,8,global|be|ca
Billie Eilish,No Time To Die,global|be|ca|fr
Billie Eilish,WHEN I WAS OLDER - Music Inspired By The Film ROMA,global|be|ca
Billie Eilish,all the good girls go to hell,global|be|ca|fr
Billie Eilish,bad guy,global|be|ca|fr
Billie Eilish,bad guy (with Justin Bieber),global|be|ca|fr
Billie Eilish,bellyache,global|be|ca
Billie Eilish,bury a friend,global|be|ca|fr
Billie Eilish,come out and play,global|be|ca|fr
Billie Eilish,everything i wanted,global|be|ca|fr
Billie Eilish,goodbye,global|be|ca
Billie Eilish,i love you,global|be|ca|fr
Billie Eilish,idontwannabeyouanymore,global|be|ca
Billie Eilish,ilomilo,global|be|ca
Billie Eilish,listen before i go,global|be|ca
Billie Eilish,lovely,global|be|ca
Billie Eilish,lovely (with Khalid),global|be|ca|fr
Billie Eilish,my boy,global|be|ca
Billie Eilish,my strange addiction,global|be|ca
Billie Eilish,ocean eyes,global|be|ca
Billie Eilish,when the party's over,global|be|ca|fr
Billie Eilish,wish you were gay,global|be|ca|fr
Billie Eilish,xanny,global|be|ca|fr
Billie Eilish,you should see me in a crown,global|be|ca|fr
Bing Crosby,Do You Hear What I Hear?,global|be|ca
Bing Crosby,God Rest Ye Merry Gentlemen - Single Version,global|be|ca
Bing Crosby,Hark! The Herald Angels Sing/It Came Upon A Midnight Clear - Remastered,global|be|ca
Bing Crosby,I'll Be Home For Christmas,global|be|ca
Bing Crosby,I'll Be Home For Christmas - Single Version,global|be|ca
Bing Crosby,It's Beginning To Look Like Christmas,global|be|ca|fr
Bing Crosby,Mele Kalikimaka (Merry Christmas),global|be|ca
Bing Crosby,Mele Kalikimaka - Single Version,global|be|ca
Bing Crosby,The Little Drummer Boy,global|be|ca
Bing Crosby,Twelve Days Of Christmas - Single Version,global|be|ca
Bing Crosby,What Child Is This?/The Holly And The Ivy,global|be|ca
Bing Crosby,White Christmas,global|be|ca|fr
Bing Crosby,Winter Wonderland,global|be|ca
Bizarrap,Nicki Nicole: Bzrp Music Sessions Vol. 13,global
Black Eyed Peas,RITMO (Bad Boys For Life),global|be|ca|fr
Blanche,City Lights,global|be
Blanco Brown,The Git Up,global|be|ca
BlocBoy JB,Look Alive (feat. Drake),global|be|ca|fr
Blue Ivy,BROWN SKIN GIRL,global|be|ca
Blue Öyster Cult,(Don't Fear) The Reaper,global|ca
Blueface,Daddy (feat. Rich The Kid),global|ca
Blueface,Thotiana,global|be|ca
Blueface,Thotiana (feat. Cardi B YG) [Remix],global|be|ca
Bobby "Boris" Pickett,Monster Mash,global|ca
Bobby Helms,Jingle Bell Rock,global|be|ca|fr
Boef,Habiba,global|be
Boef,Sofiane,global|be
Bomba Estéreo,To My Love - Tainy Remix,global
Bon Iver,Naeem,global|be|ca
Bon Iver,Skinny Love,global|ca
Boney M.,Mary's Boy Child / Oh My Lord,global|be|ca
Bonez MC,500 PS,global
Bonez MC,Ja Mann!,global
Bonez MC,Kokain,global
Bonez MC,Kompanie,global
Bonez MC,Nummer unterdrückt,global
Bonez MC,Prominent,global
Bonez MC,Risiko,global
Bonez MC,Shotz Fired,global
Bonez MC,Von ihnen gelernt,global
Bonnie Tyler,Total Eclipse of The Heart,global
Booba,113,global|be|fr
Brenda Lee,Rockin' Around The Christmas Tree,global|be|ca|fr
Brenda Lee,Rockin' Around The Christmas Tree - Single Version,global|be|ca|fr
Brenda Lee,Rockin' Around the Christmas Tree,global|ca|fr
Brent Faiyaz,Trust,global|ca
